"id","quarter","decade","casualties"
2461,"Q1","Current_Decade","Negative"
2463,"Q1","Current_Decade","Positive"
2467,"Q1","Current_Decade","Positive"
2468,"Q1","Current_Decade","Negative"
2469,"Q1","Current_Decade","Positive"
2471,"Q1","Current_Decade","Positive"
2472,"Q1","Current_Decade","Positive"
2473,"Q1","Current_Decade","Negative"
2475,"Q1","Current_Decade","Negative"
2476,"Q1","Current_Decade","Positive"
2477,"Q1","Current_Decade","Positive"
2478,"Q1","Current_Decade","Negative"
2479,"Q1","Current_Decade","Negative"
2480,"Q1","Current_Decade","Negative"
2485,"Q1","Current_Decade","Positive"
2489,"Q1","Current_Decade","Negative"
2492,"Q1","Current_Decade","Positive"
2493,"Q1","Current_Decade","Negative"
2496,"Q1","Current_Decade","Negative"
2499,"Q1","Current_Decade","Positive"
2500,"Q1","Current_Decade","Positive"
2501,"Q1","Current_Decade","Positive"
2504,"Q1","Current_Decade","Negative"
2505,"Q1","Current_Decade","Negative"
2506,"Q1","Current_Decade","Negative"
2508,"Q1","Current_Decade","Positive"
2509,"Q1","Current_Decade","Positive"
2511,"Q2","Current_Decade","Positive"
2514,"Q2","Current_Decade","Positive"
2515,"Q2","Current_Decade","Positive"
2517,"Q2","Current_Decade","Positive"
2518,"Q2","Current_Decade","Positive"
2521,"Q2","Current_Decade","Positive"
2522,"Q2","Current_Decade","Positive"
2524,"Q2","Current_Decade","Negative"
2525,"Q2","Current_Decade","Positive"
2527,"Q2","Current_Decade","Positive"
2529,"Q2","Current_Decade","Negative"
2531,"Q2","Current_Decade","Positive"
2532,"Q2","Current_Decade","Negative"
2535,"Q2","Current_Decade","Negative"
2540,"Q2","Current_Decade","Positive"
2541,"Q2","Current_Decade","Negative"
2543,"Q2","Current_Decade","Negative"
2549,"Q2","Current_Decade","Positive"
2550,"Q2","Current_Decade","Negative"
2552,"Q2","Current_Decade","Positive"
2553,"Q2","Current_Decade","Negative"
2555,"Q2","Current_Decade","Positive"
2560,"Q2","Current_Decade","Positive"
2561,"Q2","Current_Decade","Negative"
2562,"Q2","Current_Decade","Negative"
2564,"Q2","Current_Decade","Positive"
2565,"Q2","Current_Decade","Negative"
2567,"Q2","Current_Decade","Negative"
2568,"Q2","Current_Decade","Negative"
2569,"Q2","Current_Decade","Negative"
2570,"Q2","Current_Decade","Positive"
2571,"Q2","Current_Decade","Positive"
2572,"Q2","Current_Decade","Negative"
2573,"Q2","Current_Decade","Negative"
2576,"Q2","Current_Decade","Positive"
2577,"Q2","Current_Decade","Positive"
2578,"Q2","Current_Decade","Negative"
2579,"Q2","Current_Decade","Negative"
2581,"Q2","Current_Decade","Negative"
2585,"Q2","Current_Decade","Negative"
2586,"Q2","Current_Decade","Negative"
2589,"Q2","Current_Decade","Negative"
2596,"Q2","Current_Decade","Positive"
2597,"Q2","Current_Decade","Negative"
2598,"Q2","Current_Decade","Negative"
2599,"Q2","Current_Decade","Negative"
2600,"Q3","Current_Decade","Negative"
2602,"Q3","Current_Decade","Negative"
2603,"Q3","Current_Decade","Negative"
2604,"Q3","Current_Decade","Negative"
2605,"Q3","Current_Decade","Negative"
2607,"Q3","Current_Decade","Positive"
2608,"Q3","Current_Decade","Positive"
2609,"Q3","Current_Decade","Positive"
2610,"Q3","Current_Decade","Positive"
2611,"Q3","Current_Decade","Negative"
2612,"Q3","Current_Decade","Positive"
2613,"Q3","Current_Decade","Positive"
2622,"Q3","Current_Decade","Negative"
2623,"Q3","Current_Decade","Negative"
2626,"Q3","Current_Decade","Negative"
2628,"Q3","Current_Decade","Negative"
2631,"Q3","Current_Decade","Positive"
2632,"Q3","Current_Decade","Negative"
2635,"Q3","Current_Decade","Negative"
2637,"Q3","Current_Decade","Positive"
2639,"Q3","Current_Decade","Positive"
2641,"Q3","Current_Decade","Negative"
2642,"Q3","Current_Decade","Positive"
2643,"Q3","Current_Decade","Negative"
2645,"Q3","Current_Decade","Positive"
2647,"Q3","Current_Decade","Negative"
2649,"Q3","Current_Decade","Negative"
2651,"Q3","Current_Decade","Positive"
2653,"Q3","Current_Decade","Negative"
2654,"Q3","Current_Decade","Negative"
2656,"Q3","Current_Decade","Negative"
2657,"Q3","Current_Decade","Positive"
2659,"Q3","Current_Decade","Negative"
2662,"Q3","Current_Decade","Negative"
2668,"Q4","Current_Decade","Positive"
2670,"Q4","Current_Decade","Negative"
2672,"Q4","Current_Decade","Positive"
2676,"Q4","Current_Decade","Negative"
2677,"Q4","Current_Decade","Negative"
2678,"Q4","Current_Decade","Negative"
2684,"Q4","Current_Decade","Negative"
2686,"Q4","Current_Decade","Negative"
2687,"Q4","Current_Decade","Negative"
2691,"Q4","Current_Decade","Positive"
2692,"Q4","Current_Decade","Positive"
2694,"Q4","Current_Decade","Negative"
2696,"Q4","Current_Decade","Negative"
2697,"Q4","Current_Decade","Positive"
2701,"Q4","Current_Decade","Negative"
2702,"Q4","Current_Decade","Positive"
2703,"Q4","Current_Decade","Positive"
2705,"Q4","Current_Decade","Negative"
2706,"Q4","Current_Decade","Negative"
2709,"Q4","Current_Decade","Negative"
2710,"Q4","Current_Decade","Positive"
2713,"Q4","Current_Decade","Positive"
2714,"Q4","Current_Decade","Negative"
2715,"Q4","Current_Decade","Negative"
2716,"Q4","Current_Decade","Negative"
2717,"Q4","Current_Decade","Positive"
2722,"Q4","Current_Decade","Positive"
2723,"Q4","Current_Decade","Negative"
2724,"Q4","Current_Decade","Negative"
2725,"Q4","Current_Decade","Positive"
2727,"Q4","Current_Decade","Negative"
2728,"Q4","Current_Decade","Positive"
2729,"Q4","Current_Decade","Negative"
2735,"Q4","Current_Decade","Negative"
2736,"Q4","Current_Decade","Negative"
2739,"Q4","Current_Decade","Positive"
2741,"Q1","Current_Decade","Positive"
2742,"Q1","Current_Decade","Positive"
2745,"Q1","Current_Decade","Positive"
2747,"Q1","Current_Decade","Negative"
2749,"Q1","Current_Decade","Positive"
2751,"Q1","Current_Decade","Positive"
2752,"Q1","Current_Decade","Negative"
2753,"Q1","Current_Decade","Negative"
2754,"Q1","Current_Decade","Negative"
2756,"Q1","Current_Decade","Negative"
2757,"Q1","Current_Decade","Positive"
2759,"Q1","Current_Decade","Positive"
2761,"Q1","Current_Decade","Negative"
2765,"Q1","Current_Decade","Negative"
2766,"Q1","Current_Decade","Negative"
2767,"Q1","Current_Decade","Negative"
2769,"Q1","Current_Decade","Negative"
2771,"Q1","Current_Decade","Positive"
2775,"Q1","Current_Decade","Positive"
2777,"Q1","Current_Decade","Positive"
2778,"Q1","Current_Decade","Negative"
2779,"Q1","Current_Decade","Negative"
2781,"Q1","Current_Decade","Positive"
2782,"Q1","Current_Decade","Negative"
2783,"Q1","Current_Decade","Negative"
2784,"Q1","Current_Decade","Negative"
2785,"Q1","Current_Decade","Negative"
2790,"Q1","Current_Decade","Positive"
2792,"Q1","Current_Decade","Negative"
2794,"Q1","Current_Decade","Positive"
2796,"Q1","Current_Decade","Negative"
2798,"Q1","Current_Decade","Negative"
2806,"Q1","Current_Decade","Negative"
2808,"Q1","Current_Decade","Negative"
2811,"Q1","Current_Decade","Negative"
2812,"Q1","Current_Decade","Negative"
2813,"Q1","Current_Decade","Negative"
2815,"Q1","Current_Decade","Negative"
2817,"Q1","Current_Decade","Positive"
2819,"Q1","Current_Decade","Negative"
2821,"Q1","Current_Decade","Negative"
2825,"Q1","Current_Decade","Negative"
2826,"Q1","Current_Decade","Negative"
2829,"Q1","Current_Decade","Negative"
2830,"Q1","Current_Decade","Negative"
2831,"Q1","Current_Decade","Negative"
2832,"Q1","Current_Decade","Negative"
2833,"Q2","Current_Decade","Positive"
2834,"Q2","Current_Decade","Positive"
2836,"Q2","Current_Decade","Positive"
2837,"Q2","Current_Decade","Positive"
2838,"Q2","Current_Decade","Positive"
2842,"Q2","Current_Decade","Negative"
2844,"Q2","Current_Decade","Negative"
2845,"Q2","Current_Decade","Negative"
2848,"Q2","Current_Decade","Positive"
2849,"Q2","Current_Decade","Negative"
2851,"Q2","Current_Decade","Negative"
2853,"Q2","Current_Decade","Negative"
2855,"Q2","Current_Decade","Negative"
2856,"Q2","Current_Decade","Positive"
2857,"Q2","Current_Decade","Positive"
2859,"Q2","Current_Decade","Negative"
2862,"Q2","Current_Decade","Positive"
2865,"Q2","Current_Decade","Negative"
2868,"Q2","Current_Decade","Positive"
2869,"Q2","Current_Decade","Negative"
2871,"Q2","Current_Decade","Negative"
2872,"Q2","Current_Decade","Positive"
2873,"Q2","Current_Decade","Negative"
2874,"Q2","Current_Decade","Negative"
2876,"Q2","Current_Decade","Positive"
2877,"Q2","Current_Decade","Negative"
2879,"Q2","Current_Decade","Negative"
2880,"Q2","Current_Decade","Negative"
2881,"Q2","Current_Decade","Negative"
2883,"Q2","Current_Decade","Negative"
2884,"Q2","Current_Decade","Negative"
2886,"Q2","Current_Decade","Negative"
2888,"Q2","Current_Decade","Positive"
2889,"Q2","Current_Decade","Negative"
2890,"Q2","Current_Decade","Negative"
2891,"Q2","Current_Decade","Negative"
2898,"Q2","Current_Decade","Negative"
2899,"Q2","Current_Decade","Positive"
2903,"Q2","Current_Decade","Positive"
2904,"Q2","Current_Decade","Negative"
2906,"Q2","Current_Decade","Positive"
2908,"Q2","Current_Decade","Negative"
2910,"Q2","Current_Decade","Negative"
2912,"Q2","Current_Decade","Negative"
2913,"Q2","Current_Decade","Negative"
2917,"Q2","Current_Decade","Negative"
2919,"Q2","Current_Decade","Positive"
2920,"Q2","Current_Decade","Negative"
2921,"Q2","Current_Decade","Negative"
2922,"Q2","Current_Decade","Positive"
2925,"Q2","Current_Decade","Negative"
2926,"Q2","Current_Decade","Negative"
2927,"Q2","Current_Decade","Negative"
2928,"Q3","Current_Decade","Positive"
2931,"Q3","Current_Decade","Negative"
2932,"Q3","Current_Decade","Negative"
2933,"Q3","Current_Decade","Negative"
2935,"Q3","Current_Decade","Negative"
2939,"Q3","Current_Decade","Positive"
2940,"Q3","Current_Decade","Positive"
2941,"Q3","Current_Decade","Negative"
2942,"Q3","Current_Decade","Positive"
2943,"Q3","Current_Decade","Negative"
2944,"Q3","Current_Decade","Negative"
2946,"Q3","Current_Decade","Negative"
2947,"Q3","Current_Decade","Negative"
2957,"Q3","Current_Decade","Negative"
2958,"Q3","Current_Decade","Positive"
2959,"Q3","Current_Decade","Negative"
2966,"Q3","Current_Decade","Positive"
2968,"Q3","Current_Decade","Negative"
2970,"Q3","Current_Decade","Positive"
2971,"Q3","Current_Decade","Positive"
2974,"Q3","Current_Decade","Negative"
2977,"Q3","Current_Decade","Negative"
2978,"Q3","Current_Decade","Negative"
2981,"Q3","Current_Decade","Positive"
2985,"Q3","Current_Decade","Positive"
2987,"Q3","Current_Decade","Negative"
2988,"Q3","Current_Decade","Negative"
2989,"Q3","Current_Decade","Positive"
2991,"Q3","Current_Decade","Negative"
2993,"Q3","Current_Decade","Negative"
2994,"Q3","Current_Decade","Positive"
2997,"Q3","Current_Decade","Positive"
2999,"Q3","Current_Decade","Negative"
3000,"Q3","Current_Decade","Negative"
3001,"Q3","Current_Decade","Negative"
3010,"Q3","Current_Decade","Positive"
3013,"Q3","Current_Decade","Negative"
3017,"Q3","Current_Decade","Negative"
3019,"Q3","Current_Decade","Negative"
3020,"Q3","Current_Decade","Positive"
3023,"Q3","Current_Decade","Positive"
3024,"Q3","Current_Decade","Negative"
3025,"Q3","Current_Decade","Negative"
3026,"Q3","Current_Decade","Negative"
3027,"Q3","Current_Decade","Positive"
3028,"Q3","Current_Decade","Positive"
3032,"Q3","Current_Decade","Positive"
3033,"Q3","Current_Decade","Negative"
3035,"Q3","Current_Decade","Positive"
3040,"Q3","Current_Decade","Negative"
3041,"Q3","Current_Decade","Positive"
3043,"Q3","Current_Decade","Negative"
3046,"Q3","Current_Decade","Negative"
3048,"Q3","Current_Decade","Negative"
3050,"Q3","Current_Decade","Negative"
3051,"Q3","Current_Decade","Positive"
3052,"Q4","Current_Decade","Negative"
3053,"Q4","Current_Decade","Negative"
3054,"Q4","Current_Decade","Negative"
3055,"Q4","Current_Decade","Negative"
3056,"Q4","Current_Decade","Positive"
3057,"Q4","Current_Decade","Negative"
3058,"Q4","Current_Decade","Negative"
3060,"Q4","Current_Decade","Negative"
3061,"Q4","Current_Decade","Negative"
3062,"Q4","Current_Decade","Negative"
3063,"Q4","Current_Decade","Positive"
3064,"Q4","Current_Decade","Negative"
3067,"Q4","Current_Decade","Negative"
3068,"Q4","Current_Decade","Positive"
3070,"Q4","Current_Decade","Positive"
3072,"Q4","Current_Decade","Positive"
3074,"Q4","Current_Decade","Negative"
3076,"Q4","Current_Decade","Positive"
3078,"Q4","Current_Decade","Negative"
3080,"Q4","Current_Decade","Negative"
3081,"Q4","Current_Decade","Negative"
3082,"Q4","Current_Decade","Negative"
3083,"Q4","Current_Decade","Positive"
3084,"Q4","Current_Decade","Positive"
3085,"Q4","Current_Decade","Positive"
3086,"Q4","Current_Decade","Negative"
3089,"Q4","Current_Decade","Negative"
3090,"Q4","Current_Decade","Negative"
3094,"Q4","Current_Decade","Negative"
3095,"Q4","Current_Decade","Positive"
3098,"Q4","Current_Decade","Negative"
3101,"Q4","Current_Decade","Negative"
3104,"Q4","Current_Decade","Negative"
3105,"Q4","Current_Decade","Positive"
3106,"Q4","Current_Decade","Positive"
3107,"Q4","Current_Decade","Positive"
3109,"Q4","Current_Decade","Positive"
3112,"Q4","Current_Decade","Negative"
3113,"Q4","Current_Decade","Positive"
3114,"Q4","Current_Decade","Negative"
3115,"Q4","Current_Decade","Negative"
3116,"Q4","Current_Decade","Negative"
3117,"Q4","Current_Decade","Positive"
3118,"Q4","Current_Decade","Negative"
3119,"Q4","Current_Decade","Negative"
3120,"Q4","Current_Decade","Negative"
3121,"Q4","Current_Decade","Negative"
3123,"Q4","Current_Decade","Negative"
3125,"Q4","Current_Decade","Positive"
3127,"Q4","Current_Decade","Negative"
3128,"Q4","Current_Decade","Negative"
3129,"Q4","Current_Decade","Negative"
3131,"Q4","Current_Decade","Positive"
3132,"Q4","Current_Decade","Negative"
3133,"Q4","Current_Decade","Positive"
3136,"Q4","Current_Decade","Positive"
3137,"Q4","Current_Decade","Positive"
3138,"Q4","Current_Decade","Negative"
3139,"Q4","Current_Decade","Positive"
3142,"Q4","Current_Decade","Negative"
3143,"Q4","Current_Decade","Negative"
3144,"Q4","Current_Decade","Positive"
3145,"Q4","Current_Decade","Positive"
3147,"Q1","Current_Decade","Positive"
3148,"Q1","Current_Decade","Positive"
3149,"Q1","Current_Decade","Negative"
3150,"Q1","Current_Decade","Negative"
3151,"Q1","Current_Decade","Positive"
3153,"Q1","Current_Decade","Positive"
3155,"Q1","Current_Decade","Negative"
3156,"Q1","Current_Decade","Positive"
3157,"Q1","Current_Decade","Negative"
3161,"Q1","Current_Decade","Negative"
3163,"Q1","Current_Decade","Positive"
3164,"Q1","Current_Decade","Negative"
3165,"Q1","Current_Decade","Positive"
3166,"Q1","Current_Decade","Negative"
3167,"Q1","Current_Decade","Negative"
3168,"Q1","Current_Decade","Positive"
3170,"Q1","Current_Decade","Positive"
3171,"Q1","Current_Decade","Negative"
3173,"Q1","Current_Decade","Positive"
3174,"Q1","Current_Decade","Positive"
3175,"Q1","Current_Decade","Positive"
3178,"Q1","Current_Decade","Negative"
3182,"Q1","Current_Decade","Negative"
3183,"Q1","Current_Decade","Positive"
3184,"Q1","Current_Decade","Positive"
3187,"Q1","Current_Decade","Negative"
3188,"Q1","Current_Decade","Negative"
3190,"Q1","Current_Decade","Positive"
3191,"Q1","Current_Decade","Negative"
3192,"Q1","Current_Decade","Positive"
3193,"Q1","Current_Decade","Negative"
3194,"Q1","Current_Decade","Positive"
3196,"Q1","Current_Decade","Positive"
3197,"Q1","Current_Decade","Positive"
3202,"Q1","Current_Decade","Positive"
3207,"Q1","Current_Decade","Negative"
3209,"Q1","Current_Decade","Negative"
3211,"Q1","Current_Decade","Positive"
3212,"Q1","Current_Decade","Negative"
3214,"Q1","Current_Decade","Negative"
3219,"Q1","Current_Decade","Positive"
3221,"Q1","Current_Decade","Negative"
3222,"Q1","Current_Decade","Negative"
3226,"Q1","Current_Decade","Positive"
3227,"Q1","Current_Decade","Negative"
3229,"Q1","Current_Decade","Negative"
3231,"Q1","Current_Decade","Negative"
3232,"Q1","Current_Decade","Positive"
3233,"Q1","Current_Decade","Positive"
3235,"Q1","Current_Decade","Positive"
3238,"Q2","Current_Decade","Positive"
3240,"Q2","Current_Decade","Positive"
3243,"Q2","Current_Decade","Positive"
3244,"Q2","Current_Decade","Negative"
3250,"Q2","Current_Decade","Negative"
3253,"Q2","Current_Decade","Positive"
3254,"Q2","Current_Decade","Negative"
3256,"Q2","Current_Decade","Negative"
3258,"Q2","Current_Decade","Negative"
3260,"Q2","Current_Decade","Positive"
3262,"Q2","Current_Decade","Positive"
3265,"Q2","Current_Decade","Negative"
3269,"Q2","Current_Decade","Negative"
3271,"Q2","Current_Decade","Negative"
3272,"Q2","Current_Decade","Negative"
3274,"Q2","Current_Decade","Positive"
3276,"Q2","Current_Decade","Positive"
3278,"Q2","Current_Decade","Negative"
3279,"Q2","Current_Decade","Negative"
3281,"Q2","Current_Decade","Negative"
3283,"Q2","Current_Decade","Positive"
3285,"Q2","Current_Decade","Negative"
3292,"Q2","Current_Decade","Negative"
3294,"Q2","Current_Decade","Negative"
3296,"Q2","Current_Decade","Positive"
3297,"Q2","Current_Decade","Positive"
3298,"Q2","Current_Decade","Positive"
3301,"Q2","Current_Decade","Negative"
3303,"Q2","Current_Decade","Negative"
3306,"Q2","Current_Decade","Positive"
3309,"Q2","Current_Decade","Negative"
3315,"Q2","Current_Decade","Negative"
3317,"Q2","Current_Decade","Negative"
3318,"Q2","Current_Decade","Positive"
3319,"Q2","Current_Decade","Negative"
3321,"Q2","Current_Decade","Negative"
3325,"Q3","Current_Decade","Positive"
3327,"Q3","Current_Decade","Positive"
3328,"Q3","Current_Decade","Negative"
3332,"Q3","Current_Decade","Positive"
3333,"Q3","Current_Decade","Negative"
3334,"Q3","Current_Decade","Negative"
3335,"Q3","Current_Decade","Negative"
3336,"Q3","Current_Decade","Positive"
3337,"Q3","Current_Decade","Positive"
3340,"Q3","Current_Decade","Negative"
3341,"Q3","Current_Decade","Negative"
3344,"Q3","Current_Decade","Negative"
3349,"Q3","Current_Decade","Positive"
3350,"Q3","Current_Decade","Negative"
3353,"Q3","Current_Decade","Negative"
3354,"Q3","Current_Decade","Positive"
3355,"Q3","Current_Decade","Negative"
3356,"Q3","Current_Decade","Negative"
3357,"Q3","Current_Decade","Positive"
3358,"Q3","Current_Decade","Negative"
3359,"Q3","Current_Decade","Negative"
3360,"Q3","Current_Decade","Negative"
3361,"Q3","Current_Decade","Positive"
3363,"Q3","Current_Decade","Positive"
3364,"Q3","Current_Decade","Negative"
3365,"Q3","Current_Decade","Positive"
3368,"Q3","Current_Decade","Negative"
3369,"Q3","Current_Decade","Negative"
3371,"Q3","Current_Decade","Negative"
3374,"Q3","Current_Decade","Negative"
3375,"Q3","Current_Decade","Positive"
3376,"Q3","Current_Decade","Negative"
3377,"Q3","Current_Decade","Positive"
3378,"Q3","Current_Decade","Negative"
3379,"Q3","Current_Decade","Negative"
3380,"Q3","Current_Decade","Positive"
3385,"Q3","Current_Decade","Positive"
3386,"Q3","Current_Decade","Negative"
3387,"Q3","Current_Decade","Positive"
3390,"Q3","Current_Decade","Negative"
3391,"Q3","Current_Decade","Positive"
3401,"Q3","Current_Decade","Positive"
3404,"Q3","Current_Decade","Positive"
3405,"Q3","Current_Decade","Negative"
3406,"Q3","Current_Decade","Positive"
3409,"Q3","Current_Decade","Negative"
3410,"Q3","Current_Decade","Positive"
3411,"Q3","Current_Decade","Positive"
3412,"Q3","Current_Decade","Positive"
3413,"Q3","Current_Decade","Negative"
3414,"Q3","Current_Decade","Positive"
3419,"Q3","Current_Decade","Negative"
3421,"Q3","Current_Decade","Negative"
3424,"Q3","Current_Decade","Negative"
3426,"Q3","Current_Decade","Negative"
3427,"Q3","Current_Decade","Positive"
3429,"Q3","Current_Decade","Positive"
3430,"Q3","Current_Decade","Negative"
3431,"Q3","Current_Decade","Positive"
3433,"Q3","Current_Decade","Negative"
3434,"Q3","Current_Decade","Negative"
3437,"Q3","Current_Decade","Negative"
3438,"Q3","Current_Decade","Positive"
3439,"Q3","Current_Decade","Negative"
3440,"Q3","Current_Decade","Positive"
3445,"Q4","Current_Decade","Positive"
3446,"Q4","Current_Decade","Negative"
3448,"Q4","Current_Decade","Positive"
3450,"Q4","Current_Decade","Negative"
3452,"Q4","Current_Decade","Positive"
3455,"Q4","Current_Decade","Positive"
3457,"Q4","Current_Decade","Negative"
3459,"Q4","Current_Decade","Negative"
3461,"Q4","Current_Decade","Negative"
3462,"Q4","Current_Decade","Positive"
3464,"Q4","Current_Decade","Positive"
3465,"Q4","Current_Decade","Negative"
3467,"Q4","Current_Decade","Negative"
3469,"Q4","Current_Decade","Negative"
3471,"Q4","Current_Decade","Negative"
3474,"Q4","Current_Decade","Negative"
3478,"Q4","Current_Decade","Positive"
3479,"Q4","Current_Decade","Positive"
3480,"Q4","Current_Decade","Negative"
3483,"Q4","Current_Decade","Negative"
3484,"Q4","Current_Decade","Negative"
3487,"Q4","Current_Decade","Negative"
3494,"Q4","Current_Decade","Negative"
3497,"Q4","Current_Decade","Negative"
3498,"Q4","Current_Decade","Positive"
3499,"Q4","Current_Decade","Negative"
3504,"Q4","Current_Decade","Positive"
3506,"Q4","Current_Decade","Negative"
3507,"Q4","Current_Decade","Negative"
3509,"Q4","Current_Decade","Positive"
3513,"Q4","Current_Decade","Positive"
3514,"Q4","Current_Decade","Negative"
3518,"Q4","Current_Decade","Negative"
3522,"Q4","Current_Decade","Positive"
3525,"Q4","Current_Decade","Negative"
3529,"Q4","Current_Decade","Negative"
3530,"Q4","Current_Decade","Negative"
3531,"Q4","Current_Decade","Negative"
3534,"Q4","Current_Decade","Positive"
3537,"Q4","Current_Decade","Negative"
3540,"Q1","Current_Decade","Positive"
3541,"Q1","Current_Decade","Negative"
3542,"Q1","Current_Decade","Positive"
3543,"Q1","Current_Decade","Positive"
3544,"Q1","Current_Decade","Negative"
3546,"Q1","Current_Decade","Positive"
3551,"Q1","Current_Decade","Positive"
3553,"Q1","Current_Decade","Negative"
3555,"Q1","Current_Decade","Positive"
3560,"Q1","Current_Decade","Negative"
3561,"Q1","Current_Decade","Positive"
3563,"Q1","Current_Decade","Negative"
3565,"Q1","Current_Decade","Negative"
3566,"Q1","Current_Decade","Negative"
3568,"Q1","Current_Decade","Negative"
3571,"Q1","Current_Decade","Positive"
3572,"Q1","Current_Decade","Negative"
3573,"Q1","Current_Decade","Negative"
3574,"Q1","Current_Decade","Negative"
3576,"Q1","Current_Decade","Negative"
3578,"Q1","Current_Decade","Positive"
3584,"Q1","Current_Decade","Positive"
3586,"Q1","Current_Decade","Negative"
3589,"Q1","Current_Decade","Negative"
3590,"Q1","Current_Decade","Positive"
3594,"Q1","Current_Decade","Negative"
3595,"Q1","Current_Decade","Positive"
3597,"Q1","Current_Decade","Negative"
3598,"Q1","Current_Decade","Negative"
3599,"Q1","Current_Decade","Positive"
3600,"Q1","Current_Decade","Negative"
3602,"Q1","Current_Decade","Positive"
3605,"Q1","Current_Decade","Positive"
3607,"Q1","Current_Decade","Positive"
3608,"Q1","Current_Decade","Negative"
3610,"Q1","Current_Decade","Positive"
3611,"Q1","Current_Decade","Negative"
3612,"Q1","Current_Decade","Negative"
3613,"Q1","Current_Decade","Positive"
3615,"Q1","Current_Decade","Negative"
3616,"Q1","Current_Decade","Negative"
3619,"Q1","Current_Decade","Negative"
3620,"Q2","Current_Decade","Positive"
3621,"Q2","Current_Decade","Positive"
3622,"Q2","Current_Decade","Negative"
3624,"Q2","Current_Decade","Negative"
3626,"Q2","Current_Decade","Positive"
3628,"Q2","Current_Decade","Negative"
3629,"Q2","Current_Decade","Negative"
3632,"Q2","Current_Decade","Positive"
3634,"Q2","Current_Decade","Negative"
3635,"Q2","Current_Decade","Positive"
3638,"Q2","Current_Decade","Positive"
3641,"Q2","Current_Decade","Negative"
3643,"Q2","Current_Decade","Negative"
3644,"Q2","Current_Decade","Negative"
3645,"Q2","Current_Decade","Negative"
3647,"Q2","Current_Decade","Negative"
3650,"Q2","Current_Decade","Negative"
3652,"Q2","Current_Decade","Positive"
3653,"Q2","Current_Decade","Positive"
3654,"Q2","Current_Decade","Positive"
3655,"Q2","Current_Decade","Negative"
3656,"Q2","Current_Decade","Positive"
3657,"Q2","Current_Decade","Negative"
3660,"Q2","Current_Decade","Negative"
3663,"Q2","Current_Decade","Negative"
3664,"Q2","Current_Decade","Negative"
3666,"Q2","Current_Decade","Negative"
3670,"Q2","Current_Decade","Negative"
3671,"Q2","Current_Decade","Negative"
3675,"Q2","Current_Decade","Negative"
3677,"Q2","Current_Decade","Positive"
3678,"Q2","Current_Decade","Positive"
3679,"Q2","Current_Decade","Negative"
3682,"Q2","Current_Decade","Negative"
3683,"Q2","Current_Decade","Negative"
3684,"Q2","Current_Decade","Positive"
3686,"Q2","Current_Decade","Positive"
3687,"Q2","Current_Decade","Negative"
3688,"Q2","Current_Decade","Negative"
3689,"Q2","Current_Decade","Negative"
3691,"Q2","Current_Decade","Negative"
3692,"Q2","Current_Decade","Negative"
3693,"Q2","Current_Decade","Negative"
3695,"Q2","Current_Decade","Positive"
3696,"Q2","Current_Decade","Negative"
3701,"Q2","Current_Decade","Positive"
3704,"Q2","Current_Decade","Positive"
3705,"Q2","Current_Decade","Positive"
3706,"Q2","Current_Decade","Negative"
3707,"Q2","Current_Decade","Negative"
3708,"Q2","Current_Decade","Negative"
3709,"Q2","Current_Decade","Positive"
3710,"Q2","Current_Decade","Positive"
3712,"Q2","Current_Decade","Negative"
3713,"Q2","Current_Decade","Negative"
3714,"Q2","Current_Decade","Positive"
3715,"Q2","Current_Decade","Negative"
3718,"Q2","Current_Decade","Negative"
3720,"Q2","Current_Decade","Negative"
3721,"Q2","Current_Decade","Positive"
3723,"Q2","Current_Decade","Negative"
3728,"Q2","Current_Decade","Negative"
3729,"Q2","Current_Decade","Negative"
3730,"Q2","Current_Decade","Negative"
3733,"Q2","Current_Decade","Positive"
3737,"Q2","Current_Decade","Positive"
3738,"Q2","Current_Decade","Positive"
3739,"Q2","Current_Decade","Positive"
3741,"Q2","Current_Decade","Positive"
3742,"Q2","Current_Decade","Negative"
3743,"Q2","Current_Decade","Positive"
3744,"Q2","Current_Decade","Negative"
3745,"Q2","Current_Decade","Positive"
3746,"Q3","Current_Decade","Negative"
3747,"Q3","Current_Decade","Positive"
3748,"Q3","Current_Decade","Negative"
3749,"Q3","Current_Decade","Positive"
3750,"Q3","Current_Decade","Negative"
3752,"Q3","Current_Decade","Positive"
3755,"Q3","Current_Decade","Positive"
3756,"Q3","Current_Decade","Negative"
3758,"Q3","Current_Decade","Negative"
3759,"Q3","Current_Decade","Positive"
3762,"Q3","Current_Decade","Positive"
3767,"Q3","Current_Decade","Positive"
3769,"Q3","Current_Decade","Positive"
3770,"Q3","Current_Decade","Negative"
3771,"Q3","Current_Decade","Negative"
3772,"Q3","Current_Decade","Negative"
3776,"Q3","Current_Decade","Negative"
3780,"Q3","Current_Decade","Positive"
3783,"Q3","Current_Decade","Negative"
3786,"Q3","Current_Decade","Negative"
3788,"Q3","Current_Decade","Negative"
3790,"Q3","Current_Decade","Positive"
3791,"Q3","Current_Decade","Negative"
3792,"Q3","Current_Decade","Positive"
3793,"Q3","Current_Decade","Negative"
3795,"Q3","Current_Decade","Positive"
3797,"Q3","Current_Decade","Positive"
3798,"Q3","Current_Decade","Positive"
3799,"Q3","Current_Decade","Positive"
3801,"Q3","Current_Decade","Positive"
3802,"Q3","Current_Decade","Positive"
